医院,145
医生,93
政策,60
生育,54
小孩,53
办理,43
患者,40
计生办,37
独生子女,36
准生证,36
二胎,34
家庭,34
户口,33
检查,33
卫生院,32
K市,32
计划生育,32
计生,32
卫生局,31
A市,31
执业,31
孩子,30
病人,29
卫生室,28
二孩,28
手术,27
再婚,26
医疗,25
药品,24
卫生,23
主任,23
医师,23
条例,22
乡镇,22
老婆,22
超生,22
罚款,22
家属,21
证明,20
住院,19
地省,19
计委,19
治疗,17
费用,17
抚养费,17
夫妻,17
子女,17
行医,17
诊所,17
看病,16
门诊,16
报销,16
护士,16
上户,16
享受,16
工作,16
L市,15
社会,15
生二胎,15
楚雅,14
单独,14
医疗事故,13
医疗机构,13
独生子女证,13
妇幼保健,13
计生委,13
D市,12
落实,12
怀孕,12
非法,12
出台,12
奖励,12
退休,12
农村户口,12
上级领导,12
医改,11
出院,11
服务,11
公共卫生,11
中心医院,11
基层,11
给予,11
妻子,11
女儿,11
科室,11
疫苗,11
病情,11
E市,10
农村,10
结扎,10
抢救,10
医护人员,10
新生儿,10
告知,10
咨询,10
初婚,10
女方,10
两个,10
男方,10
第一胎,10
儿子,10
收费,10
严查,9
医保,9
违法,9
宝宝,9
医患,9
C市,9
申请,9
实施,9
中医,9
注册,9
医务人员,9
第二胎,9
人员,9
领取,9
鉴定,8
管理,8
补助,8
不知,8
出生证明,8
签字,8
医学,8
社区,8
结婚,8
合法,8
登记,8
符合,8
省份,8
主治医生,8
M市,8
许可证,8
村医,8
院方,8
投诉,8
接种,8
中医院,8
免费,8
附二,8
发放,8
上班,8
院长,8
手续,7
爱人,7
主管部门,7
男孩,7
盖章,7
开具,7
产假,7
征收,7
婚前,7
抚养,7
判给,7
就医,7
证件,7
人口,7
一胎,7
修正案,7
违反,7
挂号,7
药物,7
生命,7
CT,7
J市,7
导致,7
农合,6
网上,6
多钱,6
无证,6
前夫,6
标准,6
上访,6
B超,6
工作人员,6
待遇,6
取消,6
开药,6
提倡,6
病历,6
法院,6
说法,6
重视,6
药房,6
放开,6
医务,6
日起,6
结婚证,6
输液,6
再生,6
妇幼,6
承包,6
留言,6
每月,6
单位,6
农民,5
收取,5
救死扶伤,5
三甲,5
有没有,5
ICU,5
承担,5
上级,5
检验,5
记录,5
派出所,5
补办,5
问问,5
有个,5
提供,5
文件,5
离婚,5
晚婚晚育,5
出具,5
三胎,5
张健,5
试问,5
工资,5
领证,5
询问,5
此致,5
国务院,5
该院,5
私人,5
用药,5
耳鼻喉科,5
妇产科,5
个体,5
监督,5
体检,5
省市,5
此事,5
打工,5
药店,5
排队,5
职工,5
资料,5
公卫,5
嚣张,5
一孩,5
两孩,5
工作者,5
考试,5
离异,5
抢生,5
发文,5
事业单位,5
资格证,5
回家,4
春节,4
I市,4
考核,4
药都,4
一次性,4
本村,4
医技,4
为难,4
优惠政策,4
人民政府,4
前妻,4
年生,4
权益,4
举报,4
包庇,4
发贴,4
统一,4
县人,4
刁难,4
一级,4
受理,4
条件,4
术后,4
沟通,4
住院部,4
生育权,4
我院,4
一方,4
证书,4
诊断,4
床位,4
临床,4
予以,4
修订,4
儿童医院,4
拆迁,4
到位,4
解答,4
多久,4
公立医院,4
报名,4
疾控中心,4
补贴,4
保障,4
过期,4
出面,4
诊疗,4
防疫站,4
感染,4
南华,4
血常规,4
取缔,4
转院,4
审批,4
生二孩,4
未婚,4
算不算,4
齐全,4
儿童,4
爸爸,4
医务科,4
收据,4
元月,4
丈夫,4
各有,4
系统,4
一对,4
患儿,4
年轻,4
原因,4
第一,4
广告,4
医药卫生,4
体制改革,4
附一,4
医德,4
打针,4
责任,4
社区卫生,4
惠民,4
外省,4
助理,4
医药公司,4
就诊,4
交钱,4
月份,4
婚后,4
专业,4
流产,4
设置,4
老年人,4
治疗费,4
职业,4
F市,4
人大常委会,4
违背,3
审核,3
法规,3
理由,3
补发,3
现年,3
城镇,3
生活用品,3
住院手续,3
事后,3
骨伤科,3
康复,3
看病难,3
基层医院,3
检测,3
为谢,3
负责,3
那种,3
违规,3
处罚,3
困难,3
陪护,3
肺炎,3
剖腹产,3
平台,3
关注,3
政发,3
户籍地,3
办事,3
手术室,3
直系亲属,3
天理何在,3
说西,3
权力,3
七里,3
停办,3
微创,3
并发症,3
中南大学,3
心脏,3
稳定,3
调整,3
剥夺,3
医疗卫生,3
得不到,3
公平,3
所在地,3
明年,3
卫生厅,3
妇女,3
中西医,3
入院,3
媳妇,3
万元,3
提成,3
省卫,3
黑诊所,3
业务,3
省里,3
能生,3
预防,3
符合国家,3
回乡,3
查询,3
羊水,3
胎心,3
胎儿,3
心脏病,3
红十字,3
执照,3
公职人员,3
乱收,3
前提,3
群众路线,3
卫生系统,3
同事,3
做主,3
死者,3
法律,3
专干,3
推脱,3
G市,3
繁重,3
食品,3
食品药品,3
西医,3
病友,3
结扎手术,3
小孩子,3
公务员,3
单上,3
管理条例,3
不适,3
时许,3
乱收费,3
附属,3
做个,3
产品,3
价格,3
病危,3
头孢,3
利益,3
顺产,3
二类,3
几千元,3
开放,3
不好,3
我该,3
村干部,3
可怜,3
南院,3
查处,3
急诊,3
科长,3
加重,3
各乡镇,3
公道,3
权利,3
户籍,3
质量,3
塘村,3
危房,3
几百块,3
打电话,3
领了,3
奖励金,3
B市,3
执行,3
我儿,3
身份证,3
甲等医院,3
省卫健委,3
依法,3
法律法规,3
儿科,3
凶手,3
女孩,3
我妻,3
一个男孩,3
一线,3
集体经济,3
规范,3
四胎,3
城市户口,3
感冒,3
病患,3
保安,3
中共中央国务院,3
器械,3
非常感谢,3
死亡,3
中心,3
救护车,3
我带,3
过问,3
夫妇,3
第二个,3
詹鸣,3
二个,3
户口本,3
没迁,3
施行,3
生有,3
查房,3
长此以往,3
妇科,3
卫生事业,3
半年,3
基药,3
正式,3
改革,3
可不可以,3
出生证,3
值班,3
监测,3
积极响应,3
采购,3
村级,3
盼望,3
城乡居民,3
一项,3
医师资格,3
绝育手术,3
实行,3
同意,3
态度恶劣,3
医治,3
县级,3
六个月,3
欧阳,3
一个月,3
流程,3
拒绝,3
鼓励,3
岗位,3
婴儿,3
家长,3
急救,3
明确规定,3
保胎,3
事故,3
草案,3
第十三次,3
十二届,3
药监局,3
没降,2
挂号费,2
过年,2
挂个,2
哪一年,2
这几年来,2
山门,2
高额,2
变质,2
鉴定书,2
鉴定结论,2
独生子女户,2
我能,2
周岁,2
优惠,2
指标,2
哲磨,2
生心,2
痛心入骨,2
能治,2
经济负担,2
治病救人,2
增加收入,2
有生之年,2
猪肉,2
很浓,2
超市,2
工伤,2
报告单,2
营养,2
呼吸衰竭,2
乡里,2
恶语伤人,2
概不负责,2
日住,2
范江花,2
尿毒症,2
主持公道,2
生产,2
开门,2
发个,2
北院,2
护理,2
呼吸,2
拿到,2
送点,2
接生,2
窗口,2
....,2
.....,2
不负责任,2
两女,2
份额,2
一人,2
协议书,2
减免,2
二婚,2
请假,2
土政策,2
落户,2
远程,2
保存,2
困扰,2
青山,2
我乡,2
没发,2
肯请,2
滋生腐败,2
专科医院,2
病历本,2
养家糊口,2
补助金,2
一点点,2
人大,2
开会,2
广西,2
育有,2
县政府,2
奖金,2
评估,2
陈小春,2
腐败,2
阻扰,2
公民,2
双份,2
无果,2
办事处,2
村里,2
领到,2
伤口,2
支架,2
造影,2
两子,2
又生,2
一女,2
小儿子,2
市镇,2
隔壁,2
花费,2
不让,2
贫困户,2
夫妻俩,2
歧视,2
现行,2
和谐,2
明文规定,2
正确,2
发表,2
办法,2
我镇,2
看病贵,2
侗族,2
精神病,2
省内,2
联网,2
精神,2
中医药,2
专长,2
速度,2
知法犯法,2
冻结,2
年龄,2
造假,2
人事,2
需求,2
开单,2
注射液,2
人口老龄化,2
十米,2
小区,2
典型,2
维护,2
小儿,2
母婴,2
尚未可知,2
现行政策,2
没动静,2
女主人,2
叫停,2
最先,2
来得,2
表态,2
意外,2
困惑,2
提交,2
期望,2
产房,2
孕妇,2
产妇,2
宫口,2
复通,2
残疾,2
开心,2
着急,2
各大,2
丹参,2
胶囊,2
强烈要求,2
来个,2
改进,2
平民愤,2
红十字会,2
监督局,2
全面实施,2
严格遵守,2
急切,2
高级职称,2
瘫痪,2
直属,2
筛查,2
发给,2
结婚年龄,2
膝下,2
亲属,2
不人道,2
报复,2
强行,2
换证,2
办事效率,2
失职,2
身份,2
已育,2
未育,2
独子,2
广东,2
缴纳,2
网底,2
必破,2
同等待遇,2
主治医师,2
冷藏,2
经营,2
冷冻,2
第三章,2
中药,2
人才,2
专家,2
行经,2
H市,2
平等待遇,2
强制执行,2
推诿,2
采供血,2
房屋,2
李绍利,2
民族,2
梅毒,2
不当,2
医方,2
该所,2
要钱,2
乙肝疫苗,2
小事,2
物价局,2
免疫,2
仪器,2
定价,2
显示,2
处方,2
当事人,2
怎么弄,2
垦请,2
合理合法,2
防疫,2
优先,2
山区,2
民营,2
给与,2
药要,2
难到,2
自费,2
养父,2
打搅,2
死者家属,2
我俩,2
月生,2
好生,2
行政,2
登记处,2
交班,2
李春,2
私立,2
省厅,2
到期,2
打伤,2
过错,2
镇人,2
不予,2
制药,2
组合,2
安置,2
女户,2
千里迢迢,2
市政府,2
公家,2
无奈,2
期待,2
请张,2
处置,2
多岁,2
关怀,2
放宽,2
日晚,2
出租,2
井镇,2
督促,2
混乱,2
诱骗,2
肝病,2
留守,2
偏高,2
年西,2
材料,2
动脉,2
同意书,2
知情,2
穿刺,2
李医生,2
保卫科,2
生老病死,2
重男轻女,2
实在,2
陈书记,2
配偶,2
暴利,2
县里,2
违纪,2
开办,2
喉科,2
耳鼻咽,2
伪造,2
医药,2
赶集,2
私自,2
散伙,2
失误,2
管理混乱,2
关心,2
上学,2
福利待遇,2
组织,2
维权,2
期间,2
美容,2
失败,2
甲亢,2
下架,2
宣传,2
呼吸机,2
病房,2
购买,2
中医药大学,2
段时间,2
印塘,2
一死一伤,2
王燕谷,2
十来次,2
亲人,2
毕业,2
退休职工,2
正规,2
行医者,2
行政部门,2
积极性,2
县县,2
南华大学,2
何时能,2
招聘,2
兑现,2
现已,2
温暖,2
放在,2
踢皮球,2
环证,2
公章,2
假证,2
明明,2
三孩,2
生第,2
敬爱,2
市卫,2
查查,2
口病,2
住院楼,2
不胜感激,2
改成,2
制度,2
常用,2
消失,2
卫校,2
医院院长,2
事实,2
观察,2
参加,2
劳动合同,2
失独,2
扶助金,2
监护人,2
退休金,2
过度,2
欺骗性,2
专科,2
布衣,2
无助,2
刚生,2
国策,2
恐吓,2
东拼西凑,2
一张,2
名下,2
带走,2
双胞胎,2
入户,2
上岗,2
胎生,2
苦不堪言,2
合办,2
几项,2
总价,2
吸氧,2
套取,2
现有,2
减少,2
在外,2
监护室,2
打点滴,2
居委会,2
内科,2
恳求,2
出生率,2
具体办法,2
直辖市,2
自治区,2
第十八条,2
法定条件,2
结合实际,2
药费,2
石沉大海,2
人性化,2
流动人口,2
延长,2
无人,2
低保,2
多罚,2
学历,2
工龄,2
跪求,2
在线,2
注射,2
服务项目,2
板托村,2
托村,2
孕产妇,2
均等化,2
村支书,2
招牌,2
泛滥,2
抽烟,2
大厅,2
单子,2
刷卡,2
掏钱,2
抽点,2
婚育,2
干部,2
十几元,2
实惠,2
一百,2
晚育,2
月底,2
元月份,2
新政,2
报考,2
第三个,2
江镇,2
人满为患,2
办公室,2
已过,2
心寒,2
乡政府,2
山镇,2
投票,2
日到,2
子宫,2
再三,2
农村居民,2
人均,2
分数线,2
之日起,2
很差,2
民众,2
对象,2
文件精神,2
申领,2
为证,2
依规,2
帮帮,2
中央文件,2
晚婚,2
修改,2
省局,2
开通,2
车辆,2
产检,2
指定,2
端桥,2
只能,2
进修,2
交流,2
政策方针,2
西林,2
婚姻,2
抽血,2
全县,2
交给,2
招考,2
经费,2
职业道德,2
下基层,2
视频,2
主管,2
理解,2
回去,2
市中心,2
黑心,2
可否,2
收养,2
事项,2
第一个,2
宫缩,2
交代,2
急诊科,2
举报人,2
打牌,2
检查费,2
婴幼儿,2
主任医师,2
保住,2
三无,2
提高,2
不用,2
自行,2
电子化,2
查不到,2
符合规定,2
分组,2
四种,2
审议,2
方案,2
本次,2
上万元,2
菱角,2
中医科,2
打预防针,2
服务中心,2
公布,2
技术鉴定,1
复位,1
更要,1
固定,1
加外,1
关节,1
光s证,1
独女户,1
领不领,1
照,1
无所谓,1
转为,1
心想,1
反正,1
硫磺味,1
长株,1
肚痛,1
白板,1
消协,1
防止出现,1
异味,1
星期一,1
腹泻,1
余下,1
头晕,1
病死,1
中毒,1
执法,1
康复中心,1
正大,1
银针,1
扎针,1
胶片,1
透视,1
就医难,1
欺上瞒下,1
二是,1
缺医少药,1
突击性,1
二不误,1
医情,1
用活,1
艾滋病,1
血液,1
传播,1
传播方式,1
接吻,1
唾液,1
尿液,1
拥抱,1
准确,1
接触,1
省之于,1
手术费,1
飞云,1
李国兵,1
王姓,1
灌流,1
自付,1
血滤,1
金山,1
被迫,1
透析,1
小偷,1
额度,1
金子,1
偷空,1
或血滤,1
木村,1
真人,1
外嫁,1
合并,1
木冲村,1
鲁正华,1
火厂,1
鲁艳辉,1
冲村,1
杨志祥,1
分室,1
村霸,1
痛苦,1
疾病,1
没用,1
脆弱,1
浪费,1
续命,1
中不看,1
不效,1
照成,1
次院,1
被治成,1
回天之力,1
GMP,1
销售,1
企业,1
青天,1
报告书,1
检验室,1
县仁康堂,1
QA,1
QC,1
诺有,1
应论,1
可负,1
清水,1
桥龙,1
干人,1
干什么,1
投入,1
护工,1
管理中心,1
姜洁,1
产科,1
毫升,1
按铃,1
证后,1
迎丰,1
法和西,1
来卡,1
烦请,1
大户,1
免费发,1
正规渠道,1
不发,1
体谅,1
亲生,1
收获,1
想不到,1
南郭先生,1
教错,1
老师,1
能教人,1
错药,1
编职,1
老百始,1
充数,1
黑板,1
羞耻,1
不具,1
救人,1
改正,1
红星路,1
交流平台,1
圆满解决,1
接诊,1
女士,1
协调,1
结扎户,1
若干,1
优待,1
集体,1
分配,1
杨桥,1
那算,1
第三胎,1
写明,1
七八次,1
这证,1
那证,1
申请表,1
过不下去,1
吵架,1
一大堆,1
真心,1
假期,1
到时候,1
饿死,1
我省,1
不合理,1
如果说,1
做法,1
条子,1
响应,1
放宽政策,1
依法取缔,1
没权没势,1
见到,1
图像,1
监控,1
隐私,1
保密,1
强烈建议,1
马赛克,1
个人隐私,1
多边形,1
高清,1
摄像机,1
遮蔽,1
传输,1
病假条,1
发帖,1
开出,1
姜国清,1
有假,1
员工,1
内容,1
安平镇,1
一男二女,1
村支部,1
隐报,1
利用职权,1
小学校长,1
发一,1
打分,1
水乡,1
一千,1
冷藏柜,1
领导批示,1
五六百元,1
区响,1
只发,1
只算,1
性保健,1
莆田人,1
方泰,1
民运,1
长海,1
为民除害,1
男科,1
毒瘤,1
温床,1
泌尿,1
造福,1
诈骗,1
五洲,1
宁静,1
检查报告,1
推卸责任,1
大拇指,1
双脚,1
畸形,1
四肢,1
手指,1
提示,1
恶人先告状,1
毫无诚意,1
药柜,1
缝纫机,1
打击,1
门口,1
大道北,1
区楚,1
早元,1
为尔,1
迅达,1
店与鸿翔,1
门业,1
用换,1
女店主,1
隔壁邻居,1
正对面,1
门牌,1
门市,1
张厅,1
基本工资,1
反降,1
效绩,1
回音,1
慢性病,1
多谢,1
很难,1
前去,1
黄永达,1
刘丽芳,1
男童,1
南宁市,1
南宁,1
违规者,1
莲花,1
唐凤辉,1
白廊,1
东江,1
老农夫,1
瞎搞,1
市白廊,1
次类,1
区里,1
市里,1
案例,1
教科,1
康雅,1
说成,1
创口,1
隐瞒,1
血管,1
一群,1
谌馨,1
安放,1
贵院,1
心梗,1
堵塞,1
同步进行,1
大于,1
体内,1
程度,1
概率,1
非必要,1
支部,1
候选人,1
村原,1
书宁冬,1
村徐,1
存立,1
梅因,1
代代,1
大儿子,1
党支部,1
提名,1
来楚雅,1
先垫,1
第二十七条,1
看法,1
第二条,1
完善,1
屯堡,1
精神科,1
精神病人,1
根本宗旨,1
我县,1
符合卫生,1
地到,1
依全,1
设村,1
国家卫生部,1
一室,1
一村,1
更好,1
全国联网,1
医保卡,1
燃眉之急,1
外地,1
记得,1
医术,1
实施细则,1
管理局,1
确有,1
进度,1
带来,1
愈合,1
诚信,1
担误,1
一推了之,1
渗液,1
触决,1
误治,1
事不关己,1
三刀,1
挛缩,1
大学校园,1
明鉴,1
年考,1
印制,1
印发,1
条列,1
越权,1
损伤,1
马尾,1
大小便,1
神经,1
执法局,1
村主任,1
质量检查,1
医护,1
哪来,1
持续,1
派人查,1
甘棠,1
开鱼,1
拿回扣,1
一查,1
合作,1
报批,1
实施方案,1
交由,1
公报,1
喜大普奔,1
好西,1
迅速行动,1
省人大,1
新鑫,1
速查,1
居民,1
生命安全,1
巨龙,1
家园,1
大汉,1
能力,1
当选,1
竞聘,1
主任医生,1
龚卫平,1
制高,1
想留,1
三思而后行,1
搭进去,1
大有人在,1
极差,1
平庸,1
赤裸裸,1
系黄,1
航安,1
黄航安,1
法律责任,1
张建,1
依然,1
平方,1
三优,1
优生,1
先天,1
缺陷,1
防残,1
向氏,1
镜州,1
成果,1
发生率,1
遗传学,1
天才,1
孕育,1
验证,1
病因,1
宝贝,1
抽时间,1
回电,1
一栏,1
填写,1
务必,1
奖扶金,1
地往,1
可老,1
点钱,1
隔三岔五,1
于心不忍,1
期望值,1
满满的,1
打入,1
一次次,1
换来,1
折腾,1
怀着,1
失望,1
谢蓉,1
助产,1
剖宫产,1
一切正常,1
十二点,1
旷洁,1
张健先生,1
无人知晓,1
一连几天,1
遇上,1
不小,1
各方,1
中耳炎,1
这药,1
问小,1
甚要,1
总难,1
专科医生,1
消炎药,1
活血化瘀,1
县秀溪,1
证才,1
交了,1
绿水青山,1
州南,1
巫水,1
氧巴,1
发再,1
怡人,1
可畏,1
后花园,1
边陲,1
原始森林,1
矿物质,1
发源地,1
某人,1
复业,1
外出,1
从业,1
中断,1
体弱,1
身受,1
独霸,1
插队,1
熟人,1
无次序,1
点多钟,1
诊室,1
总说,1
带个,1
呼叫,1
号码,1
河镇,1
石狗,1
颜正华,1
颜犯,1
正华是,1
就贿,1
行为恶劣,1
谨请,1
党的纪律,1
赌资,1
数十万元,1
吃喝嫖赌,1
管区,1
弄虚作假,1
租给,1
无资格,1
医疗站,1
刘麻子,1
坐诊,1
租个,1
三多亭,1
社区服务,1
多好,1
明查,1
邓局,1
巧立名目,1
指导,1
家庭和睦,1
五中全会,1
网站,1
截止,1
明日,1
昏天黑地,1
网页,1
咋办,1
照相,1
唐氏,1
催人,1
查实,1
是否是,1
地区,1
健康证,1
预防性,1
体检费,1
具体做法,1
求证,1
踢足球,1
年满,1
本应,1
交涉,1
独有,1
各不相同,1
上报,1
博爱医院,1
头孢曲松,1
麻旭宗,1
药瓶,1
地塞米松,1
法律援助,1
政法委,1
调解,1
法理,1
之外,1
乡以,1
刘仕华,1
坐卡,1
荷关,1
假手,1
村村,1
蒙骗,1
检查人员,1
马上会,1
真象,1
各村,1
真话,1
江东,1
汇报,1
跟踪,1
黎运香,1
村委,1
执法违法,1
乡镇党委,1
汤家,1
护短,1
明察,1
积极分子,1
管不住,1
拘留,1
党委书记,1
媳属,1
已判,1
卫计局,1
承认,1
擦亮眼睛,1
敷衍,1
何种,1
弥补,1
二年,1
再育,1
过世,1
姐姐,1
招婿,1
亡妻,1
一两千块,1
先办,1
二孩比,1
日省楚,1
已生,1
女生,1
对村,1
休息时间,1
部份,1
差价,1
节假日,1
精英,1
技术水平,1
包装,1
核查,1
监督管理,1
总局,1
供应商,1
实体店,1
发货,1
变更,1
中医学,1
之害,1
现代医学,1
院校,1
疗效,1
乳腺,1
后继乏人,1
胸痹,1
中医理论,1
返聘,1
处理结果,1
钱财,1
妇幼医院,1
介绍,1
权威专家,1
个人行为,1
责成,1
检验科,1
雇凶,1
伪证,1
青光眼,1
伤害,1
张林,1
何佳慧,1
恨此,1
病不治,1
郑可扣,1
药不发,1
凶犯,1
故意伤害,1
县荔溪,1
生后,1
才行,1
当地政府,1
苗族,1
湖北省,1
五科,1
客服,1
院妇,1
押金,1
结算,1
开倒车,1
令人,1
名义,1
第四十六,1
单采,1
第四十四条,1
以本,1
承租,1
宫外孕,1
保健院,1
查不出,1
结论,1
常见,1
天院,1
时连,1
检了,1
白混,1
清理门户,1
添麻烦,1
混进,1
文凭,1
补片,1
病号服,1
疝气,1
难道真,1
不要脸,1
欺骗,1
被子,1
进口,1
两针,1
卡介苗,1
误打,1
缺说,1
撑腰,1
这样的话,1
第三天,1
第一天,1
安心,1
染色,1
罗氏,1
组织化学,1
核定,1
编码,1
全自动,1
机械,1
病重,1
通知书,1
忙中出错,1
医检,1
心里有底,1
正常值,1
一目了然,1
白细胞,1
透明度,1
垃圾场,1
万康,1
修建,1
正门口,1
现万康,1
现向,1
规化,1
建筑,1
难以想像,1
东村,1
过桥,1
选址,1
处方药,1
抗生素,1
问政,1
卖药,1
牛黄,1
分权,1
愚弄,1
买不到,1
链条,1
震撼,1
民医院,1
生命危险,1
市一,1
案卷,1
缴款,1
逼迫,1
技生,1
交至,1
假案,1
四月份,1
委员会,1
出生日期,1
违规操作,1
签下,1
人民法庭,1
要交,1
村甸乡,1
工资卡,1
需交,1
白芒,1
二人,1
收缴,1
义文胜,1
所收,1
小甲,1
伙食费,1
分赃,1
具备,1
推出,1
村确,1
边远,1
优越,1
公里,1
已有,1
政策优惠,1
匮乏,1
高得,1
所得税,1
税费,1
高新技术,1
占优势,1
我市,1
诗文,1
水电,1
参照,1
环才,1
肝硬化,1
白蛋白,1
难买,1
一为,1
需近,1
IO,1
开此,1
特效药,1
医疗费,1
重病,1
此刻,1
学前班,1
新隆镇,1
郑燕军,1
离家出走,1
心安,1
韶关,1
相知,1
改嫁,1
底层,1
走走,1
报酬,1
应有,1
上不起,1
斑点,1
为名,1
村子,1
不算,1
血清,1
蛇毒,1
毒蛇,1
救治,1
咬伤,1
蛇伤,1
储备,1
医疗系统,1
辗转,1
网络新闻,1
寻找,1
耽搁,1
双头蛇,1
某种,1
王蛇,1
五步蛇,1
固定术,1
体征,1
骨折,1
大腿,1
令人气愤,1
江波,1
太平街,1
地向,1
区后,1
区去,1
院新院,1
区有,1
搬迁,1
新建,1
设施,1
计划,1
刘生文,1
该村,1
石柱,1
持有,1
活动,1
扣封,1
冻肉,1
至今已有,1
查封,1
口头,1
赔偿,1
一批,1
告诉,1
办二,1
怪现象,1
十几家,1
县市,1
真有,1
关闭,1
周边,1
物价部门,1
X光,1
早是,1
卫技,1
执法检查,1
物价飞涨,1
红头文件,1
下发,1
纸质,1
爱之深,1
女同胞,1
第二十一次,1
市州卫,1
有苦,1
复印,1
拆封,1
司法鉴定,1
律师,1
肖忠,1
当肖忠,1
毒鼠强,1
方在,1
癫痫病,1
收治,1
偏袒,1
过激,1
办说,1
云集,1
生是,1
说话算数,1
致电,1
总书记,1
八月,1
专利,1
拜特,1
层次,1
贵州,1
有限公司,1
川芎嗪,1
研究性,1
同一个,1
质量标准,1
完全一致,1
两家,1
年深月久,1
砖瓦房,1
黄雷,1
我鲁,1
永桂常,1
耒四县,1
仟余人,1
总批,1
一千多,1
二十几天,1
我花,1
一千五百多,1
黄性,1
收条,1
跳马,1
一千六百,1
硬要,1
东西,1
十几天,1
包皮,1
前段时间,1
安置费,1
局说,1
这合青,1
十几年,1
房子,1
刘长录,1
豆腐,1
县排,1
连塘坳,1
猪栏,1
里作,1
王建球,1
人管,1
屋前,1
黑作坊,1
山乡,1
卫生条件,1
惨不忍睹,1
屋后,1
堆放,1
飞舞,1
露天,1
苍蝇,1
药特门,1
药贵,1
规格,1
三分之一,1
厂家,1
名称,1
数量,1
至镇,1
至县,1
采石场,1
讨要,1
病体,1
基层干部,1
花销,1
放炮,1
路费,1
复杂化,1
承诺,1
扣除,1
等于,1
为例,1
少之又少,1
眼看,1
只得,1
此举,1
编制,1
合同,1
承包方,1
德群,1
备孕怀,1
叶酸,1
一西,1
起接,1
一手遮天,1
油钱,1
县乡,1
早出晚归,1
十倍,1
四川省,1
老战士,1
血源,1
抗日战争,1
党和国家,1
流泪,1
坪塘,1
罗仁海,1
乡秀岭,1
水村,1
现住,1
立过,1
近快,1
吉林省,1
无孩,1
第三十三条,1
洪才,1
迫切希望,1
此条,1
望西,1
毒打,1
无辜,1
讨价,1
医风,1
袭医,1
邓杰,1
点因,1
未预见到,1
室时,1
利益输送,1
柳毅,1
魏则,1
医政处,1
贵委,1
官官,1
请省,1
彭品义,1
行政处分,1
资料齐全,1
侄女,1
分手,1
两人,1
基层人员,1
现就西,1
极时,1
严加,1
长时间,1
区岚角山,1
航海,1
高血压,1
得知,1
深夜,1
儿女,1
多瓶,1
二十多户,1
万华,1
转市,1
煤机,1
良兵,1
余鸾英,1
王清光,1
肖嗣军,1
谷小成,1
卜时勇,1
廖利安,1
李继会,1
吕小平,1
卜桂兵,1
楚雅二,1
廖海清,1
供述,1
嫌疑人,1
中山医科大学,1
主观臆断,1
鉴定人,1
精神疾病,1
法医鉴定,1
辅助性,1
太强,1
造影术,1
加全,1
脑血管,1
颈动脉,1
